 1.0000000000e+01  1.0000000000e+01  0.0000000000e+00  5.1911804479e+02  9.4508125828e+01
 1.0000000000e+01  3.0000000000e+01  0.0000000000e+00  4.8341967023e+02  9.7453885991e+01
 1.0000000000e+01  5.0000000000e+01  0.0000000000e+00  4.4825238186e+02  1.0049170472e+02
 1.0000000000e+01  7.0000000000e+01  0.0000000000e+00  4.1379326669e+02  1.0325118738e+02
 1.0000000000e+01  9.0000000000e+01  0.0000000000e+00  3.7954430872e+02  1.0591576851e+02
 1.0000000000e+01  1.1000000000e+02  0.0000000000e+00  3.4599545828e+02  1.0859994619e+02
 1.0000000000e+01  1.3000000000e+02  0.0000000000e+00  3.1241670432e+02  1.1112918972e+02
 1.0000000000e+01  1.5000000000e+02  0.0000000000e+00  2.7901292669e+02  1.1346867098e+02
 1.0000000000e+01  1.7000000000e+02  0.0000000000e+00  2.4590445368e+02  1.1582933480e+02
 1.0000000000e+01  1.9000000000e+02  0.0000000000e+00  2.1267742681e+02  1.1804090035e+02
 3.0000000000e+01  1.0000000000e+01  0.0000000000e+00  5.1997316745e+02  1.3093481030e+02
 3.0000000000e+01  3.0000000000e+01  0.0000000000e+00  4.8430248547e+02  1.3346812203e+02
 3.0000000000e+01  5.0000000000e+01  0.0000000000e+00  4.4933743095e+02  1.3655863831e+02
 3.0000000000e+01  7.0000000000e+01  0.0000000000e+00  4.1475130208e+02  1.3903760360e+02
 3.0000000000e+01  9.0000000000e+01  0.0000000000e+00  3.8077679427e+02  1.4158350262e+02
 3.0000000000e+01  1.1000000000e+02  0.0000000000e+00  3.4703863647e+02  1.4403805569e+02
 3.0000000000e+01  1.3000000000e+02  0.0000000000e+00  3.1358176902e+02  1.4653457135e+02
 3.0000000000e+01  1.5000000000e+02  0.0000000000e+00  2.8033325224e+02  1.4871501896e+02
 3.0000000000e+01  1.7000000000e+02  0.0000000000e+00  2.4718302142e+02  1.5103570056e+02
 3.0000000000e+01  1.9000000000e+02  0.0000000000e+00  2.1401512289e+02  1.5335549026e+02
 5.0000000000e+01  1.0000000000e+01  0.0000000000e+00  5.2085552944e+02  1.6743566844e+02
 5.0000000000e+01  3.0000000000e+01  0.0000000000e+00  4.8530377016e+02  1.6982151558e+02
 5.0000000000e+01  5.0000000000e+01  0.0000000000e+00  4.5035125990e+02  1.7235881250e+02
 5.0000000000e+01  7.0000000000e+01  0.0000000000e+00  4.1586069288e+02  1.7471973634e+02
 5.0000000000e+01  9.0000000000e+01  0.0000000000e+00  3.8190943786e+02  1.7704693858e+02
 5.0000000000e+01  1.1000000000e+02  0.0000000000e+00  3.4808646510e+02  1.7955497500e+02
 5.0000000000e+01  1.3000000000e+02  0.0000000000e+00  3.1464823958e+02  1.8177400564e+02
 5.0000000000e+01  1.5000000000e+02  0.0000000000e+00  2.8141388851e+02  1.8407945120e+02
 5.0000000000e+01  1.7000000000e+02  0.0000000000e+00  2.4830815365e+02  1.8618057245e+02
 5.0000000000e+01  1.9000000000e+02  0.0000000000e+00  2.1529020905e+02  1.8837410941e+02
 7.0000000000e+01  1.0000000000e+01  0.0000000000e+00  5.2221107799e+02  2.0334612555e+02
 7.0000000000e+01  3.0000000000e+01  0.0000000000e+00  4.8655557312e+02  2.0584160099e+02
 7.0000000000e+01  5.0000000000e+01  0.0000000000e+00  4.5147715678e+02  2.0806673476e+02
 7.0000000000e+01  7.0000000000e+01  0.0000000000e+00  4.1716949153e+02  2.1023737936e+02
 7.0000000000e+01  9.0000000000e+01  0.0000000000e+00  3.8315801909e+02  2.1261283131e+02
 7.0000000000e+01  1.1000000000e+02  0.0000000000e+00  3.4948525598e+02  2.1487197424e+02
 7.0000000000e+01  1.3000000000e+02  0.0000000000e+00  3.1597596825e+02  2.1692511768e+02
 7.0000000000e+01  1.5000000000e+02  0.0000000000e+00  2.8277181799e+02  2.1909952310e+02
 7.0000000000e+01  1.7000000000e+02  0.0000000000e+00  2.4948563651e+02  2.2135910434e+02
 7.0000000000e+01  1.9000000000e+02  0.0000000000e+00  2.1649152736e+02  2.2354389231e+02
 9.0000000000e+01  1.0000000000e+01  0.0000000000e+00  5.2365816992e+02  2.3969053872e+02
 9.0000000000e+01  3.0000000000e+01  0.0000000000e+00  4.8792453226e+02  2.4167741663e+02
 9.0000000000e+01  5.0000000000e+01  0.0000000000e+00  4.5295189641e+02  2.4398394026e+02
 9.0000000000e+01  7.0000000000e+01  0.0000000000e+00  4.1846643465e+02  2.4599635691e+02
 9.0000000000e+01  9.0000000000e+01  0.0000000000e+00  3.8442144883e+02  2.4798486601e+02
 9.0000000000e+01  1.1000000000e+02  0.0000000000e+00  3.5071958812e+02  2.5012425590e+02
 9.0000000000e+01  1.3000000000e+02  0.0000000000e+00  3.1718910299e+02  2.5216260579e+02
 9.0000000000e+01  1.5000000000e+02  0.0000000000e+00  2.8375774742e+02  2.5454857549e+02
 9.0000000000e+01  1.7000000000e+02  0.0000000000e+00  2.5080403622e+02  2.5662193436e+02
 9.0000000000e+01  1.9000000000e+02  0.0000000000e+00  2.1783994199e+02  2.5878635764e+02
 1.1000000000e+02  1.0000000000e+01  0.0000000000e+00  5.2544283096e+02  2.7619964895e+02
 1.1000000000e+02  3.0000000000e+01  0.0000000000e+00  4.8947862784e+02  2.7796593908e+02
 1.1000000000e+02  5.0000000000e+01  0.0000000000e+00  4.5446680139e+02  2.7974283497e+02
 1.1000000000e+02  7.0000000000e+01  0.0000000000e+00  4.1998559647e+02  2.8166775657e+02
 1.1000000000e+02  9.0000000000e+01  0.0000000000e+00  3.8584766053e+02  2.8376636661e+02
 1.1000000000e+02  1.1000000000e+02  0.0000000000e+00  3.5204808327e+02  2.8563319833e+02
 1.1000000000e+02  1.3000000000e+02  0.0000000000e+00  3.1864431619e+02  2.8763233629e+02
 1.1000000000e+02  1.5000000000e+02  0.0000000000e+00  2.8510024635e+02  2.8968179937e+02
 1.1000000000e+02  1.7000000000e+02  0.0000000000e+00  2.5215053632e+02  2.9201277821e+02
 1.1000000000e+02  1.9000000000e+02  0.0000000000e+00  2.1888655356e+02  2.9412718262e+02
 1.3000000000e+02  1.0000000000e+01  0.0000000000e+00  5.2736441590e+02  3.1256027207e+02
 1.3000000000e+02  3.0000000000e+01  0.0000000000e+00  4.9143595659e+02  3.1412334399e+02
 1.3000000000e+02  5.0000000000e+01  0.0000000000e+00  4.5630875697e+02  3.1584415202e+02
 1.3000000000e+02  7.0000000000e+01  0.0000000000e+00  4.2177971102e+02  3.1758580979e+02
 1.3000000000e+02  9.0000000000e+01  0.0000000000e+00  3.8751955686e+02  3.1955945502e+02
 1.3000000000e+02  1.1000000000e+02  0.0000000000e+00  3.5348310640e+02  3.2125770106e+02
 1.3000000000e+02  1.3000000000e+02  0.0000000000e+00  3.1975839731e+02  3.2336162242e+02
 1.3000000000e+02  1.5000000000e+02  0.0000000000e+00  2.8647331705e+02  3.2538558503e+02
 1.3000000000e+02  1.7000000000e+02  0.0000000000e+00  2.5326670290e+02  3.2750630645e+02
 1.3000000000e+02  1.9000000000e+02  0.0000000000e+00  2.2006795654e+02  3.2959649332e+02
 1.5000000000e+02  1.0000000000e+01  0.0000000000e+00  5.2947460404e+02  3.4941129571e+02
 1.5000000000e+02  3.0000000000e+01  0.0000000000e+00  4.9330928159e+02  3.5077397245e+02
 1.5000000000e+02  5.0000000000e+01  0.0000000000e+00  4.5825251586e+02  3.5227020098e+02
 1.5000000000e+02  7.0000000000e+01  0.0000000000e+00  4.2349178789e+02  3.5401010978e+02
 1.5000000000e+02  9.0000000000e+01  0.0000000000e+00  3.8899440668e+02  3.5547862449e+02
 1.5000000000e+02  1.1000000000e+02  0.0000000000e+00  3.5502219693e+02  3.5714292579e+02
 1.5000000000e+02  1.3000000000e+02  0.0000000000e+00  3.2120821215e+02  3.5905427460e+02
 1.5000000000e+02  1.5000000000e+02  0.0000000000e+00  2.8779290564e+02  3.6114233613e+02
 1.5000000000e+02  1.7000000000e+02  0.0000000000e+00  2.5451415596e+02  3.6322045604e+02
 1.5000000000e+02  1.9000000000e+02  0.0000000000e+00  2.2106605626e+02  3.6541332395e+02
 1.7000000000e+02  1.0000000000e+01  0.0000000000e+00  5.3194963795e+02  3.8667137841e+02
 1.7000000000e+02  3.0000000000e+01  0.0000000000e+00  4.9567333813e+02  3.8793054695e+02
 1.7000000000e+02  5.0000000000e+01  0.0000000000e+00  4.6021507469e+02  3.8922905714e+02
 1.7000000000e+02  7.0000000000e+01  0.0000000000e+00  4.2531923384e+02  3.9033464722e+02
 1.7000000000e+02  9.0000000000e+01  0.0000000000e+00  3.9082375582e+02  3.9201379905e+02
 1.7000000000e+02  1.1000000000e+02  0.0000000000e+00  3.5674131920e+02  3.9362307316e+02
 1.7000000000e+02  1.3000000000e+02  0.0000000000e+00  3.2287625376e+02  3.9547045974e+02
 1.7000000000e+02  1.5000000000e+02  0.0000000000e+00  2.8921547238e+02  3.9742113896e+02
 1.7000000000e+02  1.7000000000e+02  0.0000000000e+00  2.5558574240e+02  3.9947995229e+02
 1.7000000000e+02  1.9000000000e+02  0.0000000000e+00  2.2218578878e+02  4.0160279925e+02
 1.9000000000e+02  1.0000000000e+01  0.0000000000e+00  5.3477585287e+02  4.2473385390e+02
 1.9000000000e+02  3.0000000000e+01  0.0000000000e+00  4.9831270899e+02  4.2545862640e+02
 1.9000000000e+02  5.0000000000e+01  0.0000000000e+00  4.6251577596e+02  4.2652556475e+02
 1.9000000000e+02  7.0000000000e+01  0.0000000000e+00  4.2762114340e+02  4.2767459141e+02
 1.9000000000e+02  9.0000000000e+01  0.0000000000e+00  3.9270812157e+02  4.2901146049e+02
 1.9000000000e+02  1.1000000000e+02  0.0000000000e+00  3.5839978021e+02  4.3066966834e+02
 1.9000000000e+02  1.3000000000e+02  0.0000000000e+00  3.2443638608e+02  4.3232565213e+02
 1.9000000000e+02  1.5000000000e+02  0.0000000000e+00  2.9053419759e+02  4.3425941231e+02
 1.9000000000e+02  1.7000000000e+02  0.0000000000e+00  2.5690265897e+02  4.3608465044e+02
 1.9000000000e+02  1.9000000000e+02  0.0000000000e+00  2.2307373954e+02  4.3833601602e+02
